0.0250 0 -0.138000 0.296870
0.0250 1 -0.122767 0.296870
0.0250 2 -0.107535 0.296870
0.0250 3 -0.092312 0.296870
0.0250 4 -0.138000 0.312116
0.0250 5 -0.122721 0.312122
0.0250 6 -0.107529 0.312079
0.0250 7 -0.092199 0.312119
0.0250 8 -0.138000 0.327468
0.0250 9 -0.122779 0.327417
0.0250 10 -0.107576 0.327390
0.0250 11 -0.092179 0.327312
0.0250 12 -0.138000 0.342746
0.0250 13 -0.122769 0.342617
0.0250 14 -0.107480 0.342764
0.0250 15 -0.092399 0.342507
0.0300 0 -0.138000 0.294173
0.0300 1 -0.122767 0.294173
0.0300 2 -0.107535 0.294173
0.0300 3 -0.092312 0.294173
0.0300 4 -0.138000 0.309419
0.0300 5 -0.122721 0.309425
0.0300 6 -0.107529 0.309382
0.0300 7 -0.092199 0.309422
0.0300 8 -0.138000 0.324771
0.0300 9 -0.122779 0.324720
0.0300 10 -0.107576 0.324694
0.0300 11 -0.092179 0.324615
0.0300 12 -0.138000 0.340049
0.0300 13 -0.122769 0.339920
0.0300 14 -0.107480 0.340067
0.0300 15 -0.092399 0.339810
0.0350 0 -0.138000 0.290986
0.0350 1 -0.122767 0.290986
0.0350 2 -0.107535 0.290986
0.0350 3 -0.092312 0.290986
0.0350 4 -0.138000 0.306232
0.0350 5 -0.122721 0.306238
0.0350 6 -0.107529 0.306195
0.0350 7 -0.092199 0.306234
0.0350 8 -0.138000 0.321584
0.0350 9 -0.122779 0.321533
0.0350 10 -0.107576 0.321506
0.0350 11 -0.092179 0.321428
0.0350 12 -0.138000 0.336862
0.0350 13 -0.122769 0.336733
0.0350 14 -0.107480 0.336880
0.0350 15 -0.092399 0.336622
0.0400 0 -0.138000 0.287309
0.0400 1 -0.122767 0.287309
0.0400 2 -0.107535 0.287309
0.0400 3 -0.092312 0.287309
0.0400 4 -0.138000 0.302554
0.0400 5 -0.122721 0.302561
0.0400 6 -0.107529 0.302517
0.0400 7 -0.092199 0.302557
0.0400 8 -0.138000 0.317906
0.0400 9 -0.122779 0.317855
0.0400 10 -0.107576 0.317829
0.0400 11 -0.092179 0.317750
0.0400 12 -0.138000 0.333185
0.0400 13 -0.122769 0.333056
0.0400 14 -0.107480 0.333202
0.0400 15 -0.092399 0.332945
0.0450 0 -0.138000 0.283141
0.0450 1 -0.122767 0.283141
0.0450 2 -0.107535 0.283141
0.0450 3 -0.092312 0.283141
0.0450 4 -0.138000 0.298386
0.0450 5 -0.122721 0.298393
0.0450 6 -0.107529 0.298349
0.0450 7 -0.092199 0.298389
0.0450 8 -0.138000 0.313738
0.0450 9 -0.122779 0.313687
0.0450 10 -0.107576 0.313661
0.0450 11 -0.092179 0.313582
0.0450 12 -0.138000 0.329017
0.0450 13 -0.122769 0.328888
0.0450 14 -0.107480 0.329034
0.0450 15 -0.092399 0.328777
0.0500 0 -0.138000 0.278482
0.0500 1 -0.122767 0.278482
0.0500 2 -0.107535 0.278482
0.0500 3 -0.092312 0.278482
0.0500 4 -0.138000 0.293728
0.0500 5 -0.122721 0.293734
0.0500 6 -0.107529 0.293691
0.0500 7 -0.092199 0.293731
0.0500 8 -0.138000 0.309080
0.0500 9 -0.122779 0.309029
0.0500 10 -0.107576 0.309003
0.0500 11 -0.092179 0.308924
0.0500 12 -0.138000 0.324358
0.0500 13 -0.122769 0.324229
0.0500 14 -0.107480 0.324376
0.0500 15 -0.092399 0.324119
0.0550 0 -0.138000 0.273334
0.0550 1 -0.122767 0.273334
0.0550 2 -0.107535 0.273334
0.0550 3 -0.092312 0.273334
0.0550 4 -0.138000 0.288579
0.0550 5 -0.122721 0.288586
0.0550 6 -0.107529 0.288543
0.0550 7 -0.092199 0.288582
0.0550 8 -0.138000 0.303931
0.0550 9 -0.122779 0.303881
0.0550 10 -0.107576 0.303854
0.0550 11 -0.092179 0.303775
0.0550 12 -0.138000 0.319210
0.0550 13 -0.122769 0.319081
0.0550 14 -0.107480 0.319228
0.0550 15 -0.092399 0.318970
0.0600 0 -0.138000 0.267695
0.0600 1 -0.122767 0.267695
0.0600 2 -0.107535 0.267695
0.0600 3 -0.092312 0.267695
0.0600 4 -0.138000 0.282941
0.0600 5 -0.122721 0.282947
0.0600 6 -0.107529 0.282904
0.0600 7 -0.092199 0.282943
0.0600 8 -0.138000 0.298292
0.0600 9 -0.122779 0.298242
0.0600 10 -0.107576 0.298215
0.0600 11 -0.092179 0.298136
0.0600 12 -0.138000 0.313571
0.0600 13 -0.122769 0.313442
0.0600 14 -0.107480 0.313589
0.0600 15 -0.092399 0.313331
0.0650 0 -0.138000 0.261566
0.0650 1 -0.122767 0.261566
0.0650 2 -0.107535 0.261566
0.0650 3 -0.092312 0.261566
0.0650 4 -0.138000 0.276811
0.0650 5 -0.122721 0.276818
0.0650 6 -0.107529 0.276774
0.0650 7 -0.092199 0.276814
0.0650 8 -0.138000 0.292163
0.0650 9 -0.122779 0.292112
0.0650 10 -0.107576 0.292086
0.0650 11 -0.092179 0.292007
0.0650 12 -0.138000 0.307442
0.0650 13 -0.122769 0.307313
0.0650 14 -0.107480 0.307459
0.0650 15 -0.092399 0.307202
0.0700 0 -0.138000 0.254946
0.0700 1 -0.122767 0.254946
0.0700 2 -0.107535 0.254946
0.0700 3 -0.092312 0.254946
0.0700 4 -0.138000 0.270192
0.0700 5 -0.122721 0.270198
0.0700 6 -0.107529 0.270155
0.0700 7 -0.092199 0.270194
0.0700 8 -0.138000 0.285543
0.0700 9 -0.122779 0.285493
0.0700 10 -0.107576 0.285466
0.0700 11 -0.092179 0.285387
0.0700 12 -0.138000 0.300822
0.0700 13 -0.122769 0.300693
0.0700 14 -0.107480 0.300840
0.0700 15 -0.092399 0.300582
0.0750 0 -0.138000 0.247836
0.0750 1 -0.122767 0.247836
0.0750 2 -0.107535 0.247836
0.0750 3 -0.092312 0.247836
0.0750 4 -0.138000 0.263082
0.0750 5 -0.122721 0.263088
0.0750 6 -0.107529 0.263045
0.0750 7 -0.092199 0.263084
0.0750 8 -0.138000 0.278433
0.0750 9 -0.122779 0.278383
0.0750 10 -0.107576 0.278356
0.0750 11 -0.092179 0.278277
0.0750 12 -0.138000 0.293712
0.0750 13 -0.122769 0.293583
0.0750 14 -0.107480 0.293730
0.0750 15 -0.092399 0.293472
0.0800 0 -0.135021 0.243610
0.0800 1 -0.120243 0.240448
0.0800 2 -0.105251 0.240289
0.0800 3 -0.090255 0.240247
0.0800 4 -0.137797 0.258421
0.0800 5 -0.122721 0.255488
0.0800 6 -0.107529 0.255445
0.0800 7 -0.092199 0.255484
0.0800 8 -0.137956 0.273413
0.0800 9 -0.122779 0.270783
0.0800 10 -0.107576 0.270756
0.0800 11 -0.092179 0.270677
0.0800 12 -0.137993 0.288408
0.0800 13 -0.122769 0.285983
0.0800 14 -0.107480 0.286130
0.0800 15 -0.092399 0.285872
0.0850 0 -0.131735 0.240319
0.0850 1 -0.116925 0.232663
0.0850 2 -0.101928 0.232283
0.0850 3 -0.086929 0.232175
0.0850 4 -0.137507 0.254163
0.0850 5 -0.120212 0.249900
0.0850 6 -0.105328 0.247499
0.0850 7 -0.090333 0.247413
0.0850 8 -0.137885 0.269157
0.0850 9 -0.122663 0.264780
0.0850 10 -0.107576 0.262665
0.0850 11 -0.092179 0.262587
0.0850 12 -0.137982 0.284155
0.0850 13 -0.122748 0.279774
0.0850 14 -0.107480 0.278039
0.0850 15 -0.092399 0.277781
0.0900 0 -0.128769 0.237354
0.0900 1 -0.113606 0.224387
0.0900 2 -0.098605 0.223786
0.0900 3 -0.083603 0.223613
0.0900 4 -0.137454 0.249627
0.0900 5 -0.115876 0.245033
0.0900 6 -0.101460 0.239189
0.0900 7 -0.086462 0.238874
0.0900 8 -0.137825 0.264621
0.0900 9 -0.122433 0.260022
0.0900 10 -0.105649 0.255996
0.0900 11 -0.090727 0.254023
0.0900 12 -0.137964 0.279619
0.0900 13 -0.122704 0.275020
0.0900 14 -0.107414 0.270941
0.0900 15 -0.092399 0.269201
0.0950 0 -0.125939 0.234531
0.0950 1 -0.109442 0.218041
0.0950 2 -0.094627 0.214833
0.0950 3 -0.079632 0.214558
0.0950 4 -0.136602 0.245200
0.0950 5 -0.111552 0.238797
0.0950 6 -0.097592 0.230389
0.0950 7 -0.082590 0.229844
0.0950 8 -0.137757 0.260167
0.0950 9 -0.122204 0.254773
0.0950 10 -0.102139 0.250472
0.0950 11 -0.086955 0.244996
0.0950 12 -0.137946 0.275162
0.0950 13 -0.122660 0.269775
0.0950 14 -0.107242 0.265685
0.0950 15 -0.091496 0.261033
0.1000 0 -0.122701 0.231299
0.1000 1 -0.104687 0.213283
0.1000 2 -0.090176 0.205413
0.1000 3 -0.075180 0.205010
0.1000 4 -0.133510 0.242105
0.1000 5 -0.107408 0.231162
0.1000 6 -0.092910 0.222562
0.1000 7 -0.078015 0.220331
0.1000 8 -0.137638 0.256541
0.1000 9 -0.120520 0.249593
0.1000 10 -0.099266 0.243891
0.1000 11 -0.083184 0.235480
0.1000 12 -0.137919 0.271536
0.1000 13 -0.122601 0.264494
0.1000 14 -0.107071 0.259938
0.1000 15 -0.088573 0.254406
0.1050 0 -0.119200 0.227801
0.1050 1 -0.100096 0.208691
0.1050 2 -0.085724 0.195502
0.1050 3 -0.070729 0.194972
0.1050 4 -0.130752 0.239349
0.1050 5 -0.103318 0.223337
0.1050 6 -0.086819 0.215724
0.1050 7 -0.072459 0.210338
0.1050 8 -0.137599 0.252708
0.1050 9 -0.116652 0.244487
0.1050 10 -0.096394 0.236819
0.1050 11 -0.077734 0.227655
0.1050 12 -0.137892 0.267703
0.1050 13 -0.122519 0.259428
0.1050 14 -0.105636 0.254686
0.1050 15 -0.085650 0.247289
0.1100 0 -0.115414 0.224014
0.1100 1 -0.094139 0.202737
0.1100 2 -0.079739 0.188339
0.1100 3 -0.064950 0.184470
0.1100 4 -0.127971 0.236571
0.1100 5 -0.100228 0.216589
0.1100 6 -0.080222 0.208330
0.1100 7 -0.066903 0.199854
0.1100 8 -0.137648 0.248523
0.1100 9 -0.112782 0.238777
0.1100 10 -0.093361 0.229923
0.1100 11 -0.071393 0.220453
0.1100 12 -0.137870 0.263521
0.1100 13 -0.122437 0.253872
0.1100 14 -0.102826 0.250015
0.1100 15 -0.082333 0.240096
0.1150 0 -0.110638 0.219240
0.1150 1 -0.087977 0.196578
0.1150 2 -0.073344 0.181942
0.1150 3 -0.058822 0.173484
0.1150 4 -0.124933 0.233533
0.1150 5 -0.097216 0.209300
0.1150 6 -0.073496 0.200485
0.1150 7 -0.060425 0.189610
0.1150 8 -0.136331 0.244927
0.1150 9 -0.109112 0.234159
0.1150 10 -0.090311 0.222616
0.1150 11 -0.064984 0.212834
0.1150 12 -0.137811 0.259853
0.1150 13 -0.121629 0.248160
0.1150 14 -0.099353 0.245547
0.1150 15 -0.078967 0.232465
0.1200 0 -0.105578 0.214180
0.1200 1 -0.081610 0.190213
0.1200 2 -0.067045 0.175646
0.1200 3 -0.052693 0.162007
0.1200 4 -0.121112 0.229714
0.1200 5 -0.093430 0.202024
0.1200 6 -0.066736 0.192156
0.1200 7 -0.052267 0.180205
0.1200 8 -0.133920 0.242520
0.1200 9 -0.105469 0.229178
0.1200 10 -0.087037 0.215586
0.1200 11 -0.058565 0.204737
0.1200 12 -0.137707 0.257109
0.1200 13 -0.118150 0.244415
0.1200 14 -0.095812 0.240654
0.1200 15 -0.075156 0.224747
0.1250 0 -0.100258 0.208862
0.1250 1 -0.075049 0.183652
0.1250 2 -0.060211 0.168811
0.1250 3 -0.044165 0.152766
0.1250 4 -0.117005 0.225608
0.1250 5 -0.087256 0.195854
0.1250 6 -0.060051 0.183806
0.1250 7 -0.044109 0.170310
0.1250 8 -0.131289 0.239891
0.1250 9 -0.101843 0.223777
0.1250 10 -0.083150 0.210325
0.1250 11 -0.051976 0.196444
0.1250 12 -0.137602 0.253875
0.1250 13 -0.114600 0.240412
0.1250 14 -0.092241 0.235299
0.1250 15 -0.069914 0.217836
0.1300 0 -0.094681 0.203285
0.1300 1 -0.068391 0.176995
0.1300 2 -0.052433 0.161035
0.1300 3 -0.035081 0.143683
0.1300 4 -0.112700 0.221302
0.1300 5 -0.080861 0.189463
0.1300 6 -0.053425 0.175999
0.1300 7 -0.035952 0.159925
0.1300 8 -0.128438 0.237041
0.1300 9 -0.098094 0.217891
0.1300 10 -0.079264 0.204573
0.1300 11 -0.044974 0.188390
0.1300 12 -0.137498 0.250151
0.1300 13 -0.110976 0.236201
0.1300 14 -0.088611 0.229512
0.1300 15 -0.064672 0.210434
0.1350 0 -0.089139 0.197741
0.1350 1 -0.061557 0.170161
0.1350 2 -0.044371 0.152974
0.1350 3 -0.025717 0.134320
0.1350 4 -0.108325 0.216928
0.1350 5 -0.074247 0.182850
0.1350 6 -0.046747 0.167783
0.1350 7 -0.027803 0.149171
0.1350 8 -0.125367 0.233970
0.1350 9 -0.094210 0.211855
0.1350 10 -0.074159 0.198471
0.1350 11 -0.037933 0.179918
0.1350 12 -0.137365 0.245965
0.1350 13 -0.107268 0.231889
0.1350 14 -0.084757 0.223500
0.1350 15 -0.059430 0.202543
0.1400 0 -0.083578 0.192180
0.1400 1 -0.054518 0.163123
0.1400 2 -0.036057 0.144661
0.1400 3 -0.015714 0.124318
0.1400 4 -0.103743 0.212346
0.1400 5 -0.067413 0.176016
0.1400 6 -0.040057 0.159117
0.1400 7 -0.019712 0.138784
0.1400 8 -0.122075 0.230679
0.1400 9 -0.090354 0.205564
0.1400 10 -0.068584 0.191851
0.1400 11 -0.030878 0.170980
0.1400 12 -0.135037 0.243639
0.1400 13 -0.103514 0.227343
0.1400 14 -0.080805 0.217131
0.1400 15 -0.053774 0.194300
0.1450 0 -0.077868 0.186471
0.1450 1 -0.047259 0.155864
0.1450 2 -0.027520 0.136124
0.1450 3 -0.005491 0.114095
0.1450 4 -0.098900 0.207504
0.1450 5 -0.060358 0.168962
0.1450 6 -0.033368 0.149966
0.1450 7 -0.011622 0.127907
0.1450 8 -0.118562 0.227166
0.1450 9 -0.086506 0.198835
0.1450 10 -0.062975 0.184696
0.1450 11 -0.023822 0.161552
0.1450 12 -0.132489 0.241092
0.1450 13 -0.099740 0.222479
0.1450 14 -0.076833 0.210302
0.1450 15 -0.047895 0.185642
0.1500 0 -0.071945 0.180549
0.1500 1 -0.039780 0.148384
0.1500 2 -0.018762 0.127367
0.1500 3 0.004953 0.103652
0.1500 4 -0.093790 0.202394
0.1500 5 -0.053082 0.161686
0.1500 6 -0.026679 0.140325
0.1500 7 -0.003532 0.116539
0.1500 8 -0.114829 0.223433
0.1500 9 -0.082659 0.191616
0.1500 10 -0.057350 0.177050
0.1500 11 -0.016766 0.151634
0.1500 12 -0.129720 0.238324
0.1500 13 -0.095960 0.217235
0.1500 14 -0.072862 0.202982
0.1500 15 -0.042015 0.176494
0.1550 0 -0.065802 0.174407
0.1550 1 -0.032080 0.140684
0.1550 2 -0.009784 0.118388
0.1550 3 0.015514 0.092862
0.1550 4 -0.088432 0.197036
0.1550 5 -0.045586 0.154190
0.1550 6 -0.019990 0.130194
0.1550 7 0.004558 0.104681
0.1550 8 -0.110875 0.219479
0.1550 9 -0.077211 0.185811
0.1550 10 -0.051725 0.168914
0.1550 11 -0.009711 0.141225
0.1550 12 -0.126731 0.235335
0.1550 13 -0.092182 0.211559
0.1550 14 -0.067297 0.197062
0.1550 15 -0.036135 0.166855
0.1600 0 -0.059439 0.168043
0.1600 1 -0.024159 0.132764
0.1600 2 -0.000585 0.109189
0.1600 3 0.026075 0.081581
0.1600 4 -0.082848 0.191452
0.1600 5 -0.037813 0.146413
0.1600 6 -0.012298 0.120897
0.1600 7 0.012648 0.092333
0.1600 8 -0.106700 0.215305
0.1600 9 -0.071364 0.179966
0.1600 10 -0.046100 0.160288
0.1600 11 -0.001635 0.131440
0.1600 12 -0.123521 0.232126
0.1600 13 -0.088406 0.205402
0.1600 14 -0.061358 0.191136
0.1600 15 -0.028920 0.158488
0.1650 0 -0.052855 0.161459
0.1650 1 -0.016018 0.124622
0.1650 2 0.008820 0.099751
0.1650 3 0.036637 0.069810
0.1650 4 -0.077043 0.185648
0.1650 5 -0.029805 0.138407
0.1650 6 -0.003705 0.112306
0.1650 7 0.020738 0.079494
0.1650 8 -0.102305 0.210910
0.1650 9 -0.065283 0.173886
0.1650 10 -0.040475 0.151172
0.1650 11 0.007472 0.122305
0.1650 12 -0.120091 0.228695
0.1650 13 -0.084629 0.198756
0.1650 14 -0.055214 0.185000
0.1650 15 -0.020985 0.150536
0.1700 0 -0.046050 0.154655
0.1700 1 -0.007656 0.116260
0.1700 2 0.018268 0.089875
0.1700 3 0.045009 0.057598
0.1700 4 -0.071018 0.179623
0.1700 5 -0.021587 0.130190
0.1700 6 0.005096 0.103506
0.1700 7 0.028828 0.066165
0.1700 8 -0.097689 0.206294
0.1700 9 -0.058970 0.167573
0.1700 10 -0.033982 0.142583
0.1700 11 0.016784 0.112904
0.1700 12 -0.116440 0.225044
0.1700 13 -0.080852 0.191619
0.1700 14 -0.048863 0.178654
0.1700 15 -0.012817 0.142356
0.1750 0 -0.039025 0.147629
0.1750 1 0.000927 0.107677
0.1750 2 0.027716 0.079509
0.1750 3 0.045008 0.043550
0.1750 4 -0.064773 0.173377
0.1750 5 -0.013158 0.121762
0.1750 6 0.014003 0.094366
0.1750 7 0.033954 0.054105
0.1750 8 -0.092853 0.201457
0.1750 9 -0.052424 0.161028
0.1750 10 -0.026300 0.134903
0.1750 11 0.026206 0.103123
0.1750 12 -0.112568 0.221173
0.1750 13 -0.076290 0.184891
0.1750 14 -0.042304 0.172097
0.1750 15 -0.004416 0.133948
0.1800 0 -0.031779 0.140383
0.1800 1 0.009703 0.098840
0.1800 2 0.037164 0.068653
0.1800 3 0.045002 0.027841
0.1800 4 -0.058306 0.166911
0.1800 5 -0.004518 0.113121
0.1800 6 0.022909 0.084736
0.1800 7 0.036812 0.042901
0.1800 8 -0.087796 0.196400
0.1800 9 -0.045653 0.154256
0.1800 10 -0.018398 0.127002
0.1800 11 0.035627 0.092853
0.1800 12 -0.108476 0.217080
0.1800 13 -0.070495 0.179097
0.1800 14 -0.035531 0.165324
0.1800 15 0.004217 0.125313
0.1850 0 -0.024312 0.132917
0.1850 1 0.018506 0.089547
0.1850 2 0.045009 0.057343
0.1850 3 0.044997 0.011641
0.1850 4 -0.051620 0.160224
0.1850 5 0.004341 0.104263
0.1850 6 0.031816 0.074615
0.1850 7 0.039670 0.031207
0.1850 8 -0.082518 0.191123
0.1850 9 -0.038661 0.147264
0.1850 10 -0.010276 0.118880
0.1850 11 0.045010 0.082092
0.1850 12 -0.104163 0.212767
0.1850 13 -0.064479 0.173083
0.1850 14 -0.028537 0.158330
0.1850 15 0.013073 0.116457
0.1900 0 -0.016625 0.125230
0.1900 1 0.027310 0.079763
0.1900 2 0.045004 0.045723
0.1900 4 -0.044712 0.153317
0.1900 5 0.013332 0.095076
0.1900 6 0.035299 0.061091
0.1900 7 0.042528 0.019022
0.1900 8 -0.077020 0.185624
0.1900 9 -0.031448 0.140052
0.1900 10 -0.001933 0.110538
0.1900 11 0.045007 0.074241
0.1900 12 -0.099629 0.208234
0.1900 13 -0.058243 0.166847
0.1900 14 -0.021322 0.151116
0.1900 15 0.022062 0.107272
0.1950 0 -0.008717 0.117322
0.1950 1 0.031311 0.071010
0.1950 2 0.045002 0.033530
0.1950 4 -0.037584 0.146188
0.1950 5 0.022324 0.085400
0.1950 6 0.038612 0.047096
0.1950 8 -0.071301 0.179905
0.1950 9 -0.024015 0.132618
0.1950 10 0.006628 0.101971
0.1950 11 0.045008 0.064703
0.1950 12 -0.094875 0.203479
0.1950 13 -0.051786 0.160391
0.1950 14 -0.013887 0.143680
0.1950 15 0.031053 0.097599
0.2000 0 -0.000588 0.109193
0.2000 1 0.032222 0.061393
0.2000 2 0.045001 0.019387
0.2000 4 -0.030235 0.138839
0.2000 5 0.030202 0.076624
0.2000 6 0.041107 0.034153
0.2000 8 -0.065361 0.173966
0.2000 9 -0.016361 0.124964
0.2000 10 0.015267 0.093011
0.2000 11 0.045005 0.053526
0.2000 12 -0.089900 0.198505
0.2000 13 -0.045109 0.153713
0.2000 14 -0.006231 0.136025
0.2000 15 0.040272 0.087816
0.2050 0 0.007751 0.100832
0.2050 1 0.032869 0.050587
0.2050 4 -0.022665 0.131270
0.2050 5 0.035984 0.066958
0.2050 6 0.043601 0.020719
0.2050 8 -0.059201 0.167805
0.2050 9 -0.008486 0.117090
0.2050 10 0.023907 0.083561
0.2050 11 0.045002 0.041551
0.2050 12 -0.084704 0.193309
0.2050 13 -0.038211 0.146816
0.2050 14 0.001646 0.128148
0.2050 15 0.045009 0.079222
0.2100 0 0.016147 0.092049
0.2100 1 0.033516 0.039291
0.2100 4 -0.014875 0.123480
0.2100 5 0.040070 0.055296
0.2100 8 -0.052820 0.161424
0.2100 9 -0.000391 0.108995
0.2100 10 0.030221 0.074013
0.2100 11 0.044998 0.029086
0.2100 12 -0.079288 0.187893
0.2100 13 -0.031093 0.139697
0.2100 14 0.009743 0.120051
0.2100 15 0.045010 0.071570
0.2150 0 0.024542 0.082775
0.2150 1 0.034163 0.027504
0.2150 4 -0.006864 0.115469
0.2150 5 0.044156 0.043143
0.2150 8 -0.046218 0.154823
0.2150 9 0.007914 0.100665
0.2150 10 0.030203 0.065045
0.2150 11 0.044995 0.016130
0.2150 12 -0.073651 0.182256
0.2150 13 -0.023753 0.132358
0.2150 14 0.018050 0.111720
0.2150 15 0.045004 0.062640
0.2200 0 0.032937 0.073011
0.2200 1 0.034811 0.015227
0.2200 4 0.001367 0.107237
0.2200 5 0.045003 0.030703
0.2200 8 -0.039396 0.148000
0.2200 9 0.016271 0.091909
0.2200 10 0.030185 0.055586
0.2200 12 -0.067794 0.176398
0.2200 13 -0.016194 0.124798
0.2200 14 0.026410 0.102963
0.2200 15 0.044999 0.053219
0.2250 0 0.041332 0.062757
0.2250 4 0.009788 0.098747
0.2250 5 0.045001 0.017825
0.2250 8 -0.032353 0.140957
0.2250 9 0.024628 0.082663
0.2250 10 0.030166 0.045638
0.2250 12 -0.061716 0.170320
0.2250 13 -0.008413 0.117018
0.2250 14 0.034769 0.093716
0.2250 15 0.044993 0.043309
0.2300 0 0.045006 0.052133
0.2300 4 0.018234 0.089796
0.2300 8 -0.025089 0.133694
0.2300 9 0.032985 0.072926
0.2300 10 0.030148 0.035199
0.2300 12 -0.055417 0.164021
0.2300 13 -0.000412 0.109017
0.2300 14 0.043129 0.083978
0.2300 15 0.044987 0.032908
0.2350 0 0.045002 0.041114
0.2350 4 0.026679 0.080355
0.2350 8 -0.017605 0.126209
0.2350 9 0.039398 0.060764
0.2350 10 0.030130 0.024269
0.2350 12 -0.048897 0.157502
0.2350 13 0.007800 0.100783
0.2350 14 0.045007 0.075936
0.2350 15 0.044981 0.022016
0.2400 0 0.044998 0.029604
0.2400 4 0.030614 0.071473
0.2400 8 -0.009900 0.118505
0.2400 9 0.045007 0.047556
0.2400 10 0.030112 0.012850
0.2400 12 -0.042157 0.150762
0.2400 13 0.016065 0.092124
0.2400 14 0.045008 0.067218
0.2400 15 0.044975 0.010635
0.2450 0 0.044993 0.017604
0.2450 4 0.030928 0.062942
0.2450 8 -0.001974 0.110579
0.2450 9 0.045003 0.034110
0.2450 12 -0.035196 0.143801
0.2450 13 0.024330 0.082975
0.2450 14 0.045003 0.057347
0.2500 4 0.031242 0.053921
0.2500 8 0.006171 0.102431
0.2500 9 0.045000 0.020174
0.2500 12 -0.028015 0.136619
0.2500 13 0.032596 0.073336
0.2500 14 0.044997 0.046987
0.2550 4 0.031555 0.044410
0.2550 8 0.014404 0.093901
0.2550 12 -0.020613 0.129217
0.2550 13 0.040861 0.063206
0.2550 14 0.044991 0.036136
0.2600 4 0.031869 0.034406
0.2600 8 0.022639 0.084879
0.2600 12 -0.012988 0.121593
0.2600 13 0.045007 0.052693
0.2600 14 0.044986 0.024792
0.2650 4 0.032183 0.023914
0.2650 8 0.030872 0.075368
0.2650 12 -0.005145 0.113750
0.2650 13 0.045002 0.041801
0.2650 14 0.044980 0.012960
0.2700 4 0.032497 0.012932
0.2700 8 0.039105 0.065367
0.2700 12 0.002919 0.105686
0.2700 13 0.044998 0.030420
0.2750 8 0.045008 0.054938
0.2750 12 0.011148 0.097333
0.2750 13 0.044993 0.018548
0.2800 8 0.045003 0.044177
0.2800 12 0.019387 0.088501
0.2850 8 0.044999 0.032926
0.2850 12 0.027625 0.079180
0.2900 8 0.044994 0.021184
0.2900 12 0.035864 0.069367
0.2950 12 0.044102 0.059065
0.3000 12 0.045005 0.048468
0.3050 12 0.045001 0.037406
0.3100 12 0.044996 0.025853
0.3150 12 0.044992 0.013809
